Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
('la', 'utilización')|2|2|1618|668|44|0.0012345679012345679|0.0029850746268656717|0.022222222222222223|
('de', 'embarazo', 'posterior')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('origen', 'humano')|1|1|1619|21|14|0.0006172839506172839|0.045454545454545456|0.06666666666666667|
('alto', 'riesgo')|2|2|1618|1146|40|0.0012345679012345679|0.0017421602787456446|0.024390243902439025|
('menotropinas', 'y')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('en', 'el', 'diagnóstico')|3|3|1617|5037|46|0.001851851851851852|0.0005952380952380953|0.02127659574468085|
(None, 'sintesis', 'y')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
nón|1|1|1619|94|19|0.0006172839506172839|0.010526315789473684|0.05|
('la', 'perspectiva', 'de')|1|1|1619|189|37|0.0006172839506172839|0.005263157894736842|0.02631578947368421|
('narciso', 'serrallach')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('los', 'grupos')|2|2|1618|173|34|0.0012345679012345679|0.011428571428571429|0.02857142857142857|
('iii', ')', '.')|3|3|1617|164|32|0.001851851851851852|0.017964071856287425|0.030303030303030304|
('el', 'urólogo', 'ante')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('complicaciones', 'en', 'cirugía')|1|1|1619|43|17|0.0006172839506172839|0.022727272727272728|0.05555555555555555|
('médica', 'sobre', 'la')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('en', 'europa')|3|3|1617|135|32|0.001851851851851852|0.021739130434782608|0.030303030303030304|
('calidad', 'en')|1|1|1619|312|35|0.0006172839506172839|0.003194888178913738|0.027777777777777776|
('ovocitos', 'o', 'tejido')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('ante', 'el')|2|2|1618|338|39|0.0012345679012345679|0.0058823529411764705|0.025|
('temas', 'urológicos', '.')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('resector', 'urológico', 'en')|2|2|1618|10|7|0.0012345679012345679|0.16666666666666666|0.125|
reflexion|1|1|1619|4|3|0.0006172839506172839|0.2|0.25|
('previas', 'sobre')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('y', 'pacientes')|1|1|1619|126|30|0.0006172839506172839|0.007874015748031496|0.03225806451612903|
(None, 'alta')|1|1|1619|212|35|0.0006172839506172839|0.004694835680751174|0.027777777777777776|
('biografía', 'y')|3|3|1617|11|10|0.001851851851851852|0.21428571428571427|0.09090909090909091|
('sur', ')')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'iv', '.')|2|2|1618|301|42|0.0012345679012345679|0.006600660066006601|0.023255813953488372|
('ejercicio', 'y', 'embarazo')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('del', 'estudio')|3|3|1617|1225|44|0.001851851851851852|0.0024429967426710096|0.022222222222222223|
('drosophila', 'gaucha', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('reino', 'unido', '.')|1|1|1619|22|13|0.0006172839506172839|0.043478260869565216|0.07142857142857142|
('medicina', ',')|1|1|1619|34|16|0.0006172839506172839|0.02857142857142857|0.058823529411764705|
(None, 'josé', 'iglesias')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('disfunción', 'ovárica')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
(',', 'anulados')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('alternativa', 'en', 'el')|1|1|1619|66|23|0.0006172839506172839|0.014925373134328358|0.041666666666666664|
('ni', 'no')|1|1|1619|204|31|0.0006172839506172839|0.004878048780487805|0.03125|
('cochrane', 'en')|1|1|1619|11|10|0.0006172839506172839|0.08333333333333333|0.09090909090909091|
('formación', 'de', 'un')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('de', 'distintos')|2|2|1618|109|27|0.0012345679012345679|0.018018018018018018|0.03571428571428571|
análogos|2|2|1618|134|24|0.0012345679012345679|0.014705882352941176|0.04|
('enrique', 'iv', 'de')|5|4|1616|10|7|0.0024691358024691358|0.2857142857142857|0.125|
('usaron', 'el', 'metodo')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('norplant', ':', 'opcion')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('urológico', 'en', 'la')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('clínica', 'del')|1|1|1619|538|40|0.0006172839506172839|0.0018552875695732839|0.024390243902439025|
('perinatal', '.')|1|1|1619|443|29|0.0006172839506172839|0.0022522522522522522|0.03333333333333333|
('en', 'ciclos', 'ovulatorios')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('una', 'linea', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('sector', 'de', 'santiago')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('restitucion', 'de')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('penal', 'del', 'distrito')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
iyengari|1|1|1619|17|4|0.0006172839506172839|0.05555555555555555|0.2|
(None, 'pueden')|2|2|1618|29|16|0.0012345679012345679|0.06451612903225806|0.058823529411764705|
('hormonas', 'esteroides')|1|1|1619|8|7|0.0006172839506172839|0.1111111111111111|0.125|
aporte|1|1|1619|249|38|0.0006172839506172839|0.004|0.02564102564102564|
(':', 'centenario', 'del')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('intercalatum', ':')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('hábitats', 'de')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('del', 'cirujano')|1|1|1619|89|24|0.0006172839506172839|0.011111111111111112|0.04|
('orales', '.', None)|1|1|1619|151|31|0.0006172839506172839|0.006578947368421052|0.03125|
('de', 'crocodylus')|1|1|1619|3|2|0.0006172839506172839|0.25|0.3333333333333333|
('original', 'del')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('influyen', 'en', 'su')|1|1|1619|28|18|0.0006172839506172839|0.034482758620689655|0.05263157894736842|
(':', 'avances', 'en')|1|1|1619|24|15|0.0006172839506172839|0.04|0.0625|
trueta|1|1|1619|6|5|0.0006172839506172839|0.14285714285714285|0.16666666666666666|
('patogenia', 'del')|1|1|1619|63|27|0.0006172839506172839|0.015625|0.03571428571428571|
('de', 'la', 'variabilidad')|1|1|1619|80|27|0.0006172839506172839|0.012345679012345678|0.03571428571428571|
previsto|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('ovulatorios', '.', None)|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('mejorar', 'la')|1|1|1619|304|39|0.0006172839506172839|0.003278688524590164|0.025|
('aplicación', 'de')|4|4|1616|1183|49|0.0024691358024691358|0.003369839932603201|0.02|
('resultados', 'preliminares', 'del')|1|1|1619|68|24|0.0006172839506172839|0.014492753623188406|0.04|
('e', 'interrupción')|1|1|1619|7|6|0.0006172839506172839|0.125|0.14285714285714285|
('utilidad', 'y', 'necesidad')|2|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('triple', 'y')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
(None, 'erección')|1|1|1619|6|5|0.0006172839506172839|0.14285714285714285|0.16666666666666666|
('los', 'avances', 'biomédicos')|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
(None, 'vasectomia')|2|2|1618|8|5|0.0012345679012345679|0.2|0.16666666666666666|
vasoactivos|1|1|1619|18|13|0.0006172839506172839|0.05263157894736842|0.07142857142857142|
('medio', ':', 'grado')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('sobre', 'el', 'patrón')|1|1|1619|12|7|0.0006172839506172839|0.07692307692307693|0.125|
valladolid|1|1|1619|116|26|0.0006172839506172839|0.008547008547008548|0.037037037037037035|
('análisis', 'de', 'ligamiento')|1|1|1619|7|4|0.0006172839506172839|0.125|0.2|
('vista', 'proctológico', 'en')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
(',', 'relacionadas')|1|1|1619|5|5|0.0006172839506172839|0.16666666666666666|0.16666666666666666|
('del', '``', 'tratado')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('debates', 'parlamentarios')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
(None, None, 'defensa')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('hormonales', 'orales')|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
('procesos', 'asistenciales')|1|1|1619|26|11|0.0006172839506172839|0.037037037037037035|0.08333333333333333|
('de', 'cinco')|1|1|1619|655|43|0.0006172839506172839|0.001524390243902439|0.022727272727272728|
('atención', 'en', 'salud')|1|1|1619|41|13|0.0006172839506172839|0.023809523809523808|0.07142857142857142|
('del', 'hijo')|1|1|1619|39|10|0.0006172839506172839|0.025|0.09090909090909091|
('asistida', 'en', 'el')|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
('la', 'ligadura', 'de')|2|2|1618|35|17|0.0012345679012345679|0.05405405405405406|0.05555555555555555|
(',', 'fsh', 'y')|2|2|1618|8|8|0.0012345679012345679|0.2|0.1111111111111111|
('campesina', 'maya', 'que')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('el', 'escorial', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('(', 'interferencia', 'con')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('concentraciones', 'séricas', 'de')|4|4|1616|95|28|0.0024691358024691358|0.04040404040404041|0.034482758620689655|
uretritis|1|1|1619|88|12|0.0006172839506172839|0.011235955056179775|0.07692307692307693|
('x', 'mediante')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('la', 'dignidad')|3|3|1617|5|5|0.001851851851851852|0.375|0.16666666666666666|
('ejercicio', 'legítimo')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
benito|1|1|1619|9|7|0.0006172839506172839|0.1|0.125|
(None, 'experiencia')|16|16|1604|4825|49|0.009876543209876543|0.003305102251600909|0.02|
('contra', 'la', 'ley')|3|3|1617|2|3|0.001851851851851852|0.6|0.25|
('sida', '..', 'sin')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('urinaria', 'en', 'el')|1|1|1619|150|22|0.0006172839506172839|0.006622516556291391|0.043478260869565216|
('ciencia', ',', 'técnica')|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
('continuado', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
lugar|1|1|1619|241|40|0.0006172839506172839|0.004132231404958678|0.024390243902439025|
('medicamento″', ':')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('erección', 'farmacológica')|1|1|1619|2|2|0.0006172839506172839|0.3333333333333333|0.3333333333333333|
('en', 'cuartos')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
(None, '2003-2004')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
(None, None, 'actividad')|3|3|1617|718|42|0.001851851851851852|0.004160887656033287|0.023255813953488372|
('mediante', 'farmacoterapia')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('nacimiento', 'a')|1|1|1619|20|12|0.0006172839506172839|0.047619047619047616|0.07692307692307693|
(None, None, 'tres')|1|1|1619|180|33|0.0006172839506172839|0.0055248618784530384|0.029411764705882353|
(None, 'los', 'jovenes')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
('parte', 'i', '.')|1|1|1619|92|29|0.0006172839506172839|0.010752688172043012|0.03333333333333333|
('severidad', 'de', 'la')|1|1|1619|92|27|0.0006172839506172839|0.010752688172043012|0.03571428571428571|
('diferencias', 'regionales')|1|1|1619|34|19|0.0006172839506172839|0.02857142857142857|0.05|
('dolly', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('pablo', 'y')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('ciclos', 'menstruales')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('parcial', 'bilateral')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
seguimento|1|1|1619|13|9|0.0006172839506172839|0.07142857142857142|0.1|
('ovulación', 'en', 'el')|2|2|1618|11|10|0.0012345679012345679|0.15384615384615385|0.09090909090909091|
('escolarizados', '.')|1|1|1619|10|5|0.0006172839506172839|0.09090909090909091|0.16666666666666666|
('la', 'nefrolitectomía')|1|1|1619|10|6|0.0006172839506172839|0.09090909090909091|0.14285714285714285|
('prostática', '.')|2|1|1619|188|13|0.0006172839506172839|0.005291005291005291|0.07142857142857142|
(None, 'mesa', 'redonda')|1|1|1619|218|33|0.0006172839506172839|0.0045662100456621|0.029411764705882353|
('influyen', 'en')|3|3|1617|318|39|0.001851851851851852|0.009345794392523364|0.025|
('reacción', 'acrosómica')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
(')', 'en', 'infertilidad')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('posible', 'una')|1|1|1619|21|13|0.0006172839506172839|0.045454545454545456|0.07142857142857142|
('(', 'dipi')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('en', 'embarazos')|1|1|1619|106|13|0.0006172839506172839|0.009345794392523364|0.07142857142857142|
('la', 'luz', 'del')|1|1|1619|17|12|0.0006172839506172839|0.05555555555555555|0.07692307692307693|
('criopreservación', 'del', 'semen')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('la', 'naloxona')|1|1|1619|8|8|0.0006172839506172839|0.1111111111111111|0.1111111111111111|
('reciente', '.', None)|2|2|1618|113|29|0.0012345679012345679|0.017391304347826087|0.03333333333333333|
('bilateral', '.')|3|3|1617|153|30|0.001851851851851852|0.019230769230769232|0.03225806451612903|
('urología', 'oncológica', 'y')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
india|1|1|1619|16|10|0.0006172839506172839|0.058823529411764705|0.09090909090909091|
('subespecies', 'de', 'ramphocelus')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('la', 'transmision')|1|1|1619|21|11|0.0006172839506172839|0.045454545454545456|0.08333333333333333|
('vitro-icsi', 'con')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'consideraciones', 'medico-sociales')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('del', 'sistema', 'abo')|1|1|1619|8|8|0.0006172839506172839|0.1111111111111111|0.1111111111111111|
('y', 'jurídicas')|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
('séricos', 'de', 'anticuerpos')|1|1|1619|7|6|0.0006172839506172839|0.125|0.14285714285714285|
('primer', 'libro', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
biologica|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('2005-2006', ')')|1|1|1619|13|10|0.0006172839506172839|0.07142857142857142|0.09090909090909091|
('medicina', 'basada')|1|1|1619|134|34|0.0006172839506172839|0.007407407407407408|0.02857142857142857|
erección|5|5|1615|22|10|0.0030864197530864196|0.18518518518518517|0.09090909090909091|
('comunidades', 'latinas', 'en')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('a', 'esterilidad', '.')|1|1|1619|7|7|0.0006172839506172839|0.125|0.125|
('cardiovascular', '.')|1|1|1619|1172|40|0.0006172839506172839|0.0008525149190110827|0.024390243902439025|
('educación', 'sanitaria')|1|1|1619|302|24|0.0006172839506172839|0.0033003300330033004|0.04|
('icsi', 'o')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('la', 'formación', 'postgrado')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('sicologicamente', 'apta', 'para')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, 'impotencia')|4|4|1616|29|12|0.0024691358024691358|0.12121212121212122|0.07692307692307693|
('tipo', '2', '.')|1|1|1619|936|34|0.0006172839506172839|0.0010672358591248667|0.02857142857142857|
(')', 'y', 'gerard')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('llego', 'el')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('control', 'de')|15|15|1605|2540|47|0.009259259259259259|0.005870841487279843|0.020833333333333332|
('partida', 'para')|1|1|1619|7|6|0.0006172839506172839|0.125|0.14285714285714285|
('pronostico', 'y')|1|1|1619|18|13|0.0006172839506172839|0.05263157894736842|0.07142857142857142|
(',', 'un')|2|2|1618|641|43|0.0012345679012345679|0.003110419906687403|0.022727272727272728|
intracitoplasmática|4|4|1616|9|7|0.0024691358024691358|0.3076923076923077|0.125|
enfermedad|10|10|1610|19767|51|0.006172839506172839|0.0005056378621631188|0.019230769230769232|
('más', 'allá', 'del')|1|1|1619|82|25|0.0006172839506172839|0.012048192771084338|0.038461538461538464|
('el', 'armamanetario', 'para')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
afirmación|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('acerca', 'del', 'uso')|1|1|1619|20|17|0.0006172839506172839|0.047619047619047616|0.05555555555555555|
('mortalidad', 'relacionada')|1|1|1619|17|9|0.0006172839506172839|0.05555555555555555|0.1|
('estudio', 'experimental')|1|1|1619|540|39|0.0006172839506172839|0.0018484288354898336|0.025|
('la', 'experiencia', 'peruana')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'la', 'docencia')|2|2|1618|13|9|0.0012345679012345679|0.13333333333333333|0.1|
(None, 'la', 'práctica')|1|1|1619|57|27|0.0006172839506172839|0.017241379310344827|0.03571428571428571|
('debate', '?')|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
('de', 'la')|532|450|1170|122863|51|0.2777777777777778|0.0036492502818032163|0.019230769230769232|
('marco', 'jurídico', 'de')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, 'sobre', 'los')|1|1|1619|61|29|0.0006172839506172839|0.016129032258064516|0.03333333333333333|
('procedimiento', 'de')|1|1|1619|165|32|0.0006172839506172839|0.006024096385542169|0.030303030303030304|
('derechos', 'y')|1|1|1619|9|9|0.0006172839506172839|0.1|0.1|
('colegio', 'de')|3|3|1617|37|11|0.001851851851851852|0.075|0.08333333333333333|
('herramientas', 'de', 'la')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('troncales', 'procedentes')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('bibliográfica', '.')|1|1|1619|152|37|0.0006172839506172839|0.006535947712418301|0.02631578947368421|
('preguntas', 'y', 'respuestas')|1|1|1619|24|16|0.0006172839506172839|0.04|0.058823529411764705|
('de', 'las', 'actividades')|1|1|1619|114|23|0.0006172839506172839|0.008695652173913044|0.041666666666666664|
('elección', 'del')|3|3|1617|50|22|0.001851851851851852|0.05660377358490566|0.043478260869565216|
('urológica', '.', None)|20|20|1600|126|16|0.012345679012345678|0.136986301369863|0.058823529411764705|
intrauterine|1|1|1619|8|8|0.0006172839506172839|0.1111111111111111|0.1111111111111111|
('urología', ',', 'xvi')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('el', 'fracaso')|1|1|1619|73|21|0.0006172839506172839|0.013513513513513514|0.045454545454545456|
('(', 'continuación', ')')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
('al', 'uso', 'autodeclarado')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('factores', 'ambientales')|1|1|1619|97|25|0.0006172839506172839|0.01020408163265306|0.038461538461538464|
('en', 'cien', 'pacientes')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('un', 'trágico')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
ponencia|3|2|1618|44|20|0.0012345679012345679|0.043478260869565216|0.047619047619047616|
('evolución', 'perinatal', 'de')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('para', 'evaluar', 'la')|1|1|1619|220|39|0.0006172839506172839|0.004524886877828055|0.025|
('a', 'un', 'libro')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('y', 'defectos', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('legislativa', '.', None)|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('eficacia', 'y', 'efectos')|2|2|1618|6|5|0.0012345679012345679|0.25|0.16666666666666666|
('en', 'la', 'concesión')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('ponencia', 'sobre', 'cáncer')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('en', 'perú', ':')|1|1|1619|41|20|0.0006172839506172839|0.023809523809523808|0.047619047619047616|
('concentración', 'diaria')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('pacientes', 'jóvenes', 'mexicanos')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('el', 'ámbito', 'de')|1|1|1619|159|26|0.0006172839506172839|0.00625|0.037037037037037035|
('y', 'efectos', 'adversos')|1|1|1619|20|11|0.0006172839506172839|0.047619047619047616|0.08333333333333333|
(None, 'el', 'deseo')|2|2|1618|4|4|0.0012345679012345679|0.3333333333333333|0.2|
(',', 'mediante')|1|1|1619|199|37|0.0006172839506172839|0.005|0.02631578947368421|
('peservativo', '.', None)|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
esterilizable|2|1|1619|9|6|0.0006172839506172839|0.1|0.14285714285714285|
('(', '1933')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('salud', 'reproductiva', 'al')|2|2|1618|2|2|0.0012345679012345679|0.5|0.3333333333333333|
ciudad|11|11|1609|2773|47|0.006790123456790123|0.003951149425287357|0.020833333333333332|
luteotrópica|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('formativo', ',')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('reflexiones', 'sobre', 'el')|1|1|1619|86|26|0.0006172839506172839|0.011494252873563218|0.037037037037037035|
('precoces', 'para')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('peru', ':', 'salud')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('de', 'donador')|1|1|1619|15|9|0.0006172839506172839|0.0625|0.1|
('comentarios', ')')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('de', '6')|1|1|1619|473|41|0.0006172839506172839|0.002109704641350211|0.023809523809523808|
('metformina', '.')|1|1|1619|33|16|0.0006172839506172839|0.029411764705882353|0.058823529411764705|
('san', 'bernardo', '.')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('urología', 'y', 'atención')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('la', 'maternidad')|11|10|1610|252|24|0.006172839506172839|0.03816793893129771|0.04|
(',', '12')|1|1|1619|7|8|0.0006172839506172839|0.125|0.1111111111111111|
('díaz', '.')|2|2|1618|10|8|0.0012345679012345679|0.16666666666666666|0.1111111111111111|
preservar|1|1|1619|11|8|0.0006172839506172839|0.08333333333333333|0.1111111111111111|
stem|1|1|1619|11|6|0.0006172839506172839|0.08333333333333333|0.14285714285714285|
('terapeuticos', 'y', 'otros')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'el', 'escorial')|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
('+', ')', '-k+')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
ligamiento|1|1|1619|20|11|0.0006172839506172839|0.047619047619047616|0.08333333333333333|
('en', 'las', 'vesículas')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('la', 'caida', 'de')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('2010/56', 'de', '1')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('de', 'anticoncepcion', 'iii')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('ciclos', 'de', 'estimulación')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('el', 'quinto')|1|1|1619|11|12|0.0006172839506172839|0.08333333333333333|0.07692307692307693|
('universitario', 'de')|1|1|1619|346|37|0.0006172839506172839|0.002881844380403458|0.02631578947368421|
(None, 'actualidades')|1|1|1619|75|29|0.0006172839506172839|0.013157894736842105|0.03333333333333333|
(None, None, 'diagnostico')|1|1|1619|161|36|0.0006172839506172839|0.006172839506172839|0.02702702702702703|
('sin', 'bisturí')|1|1|1619|10|8|0.0006172839506172839|0.09090909090909091|0.1111111111111111|
('la', 'flujometría-doppler', 'actual')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('salud', 'en')|4|4|1616|1598|43|0.0024691358024691358|0.0024968789013732834|0.022727272727272728|
('principio', 'de', 'autonomía')|1|1|1619|7|7|0.0006172839506172839|0.125|0.125|
(None, 'la', 'hidratación')|1|1|1619|13|11|0.0006172839506172839|0.07142857142857142|0.08333333333333333|
('endoscópica', '(', 'estados')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('guía', 'para', 'el')|1|1|1619|68|22|0.0006172839506172839|0.014492753623188406|0.043478260869565216|
abuso|2|2|1618|344|35|0.0012345679012345679|0.005780346820809248|0.027777777777777776|
('financiación', 'en')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
(None, None, 'revisión')|9|9|1611|3522|50|0.005555555555555556|0.002548853016142736|0.0196078431372549|
('neuroandrología', '.')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('anticoncepción', 'posparto')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'alteraciones')|1|1|1619|2262|47|0.0006172839506172839|0.0004418912947414936|0.020833333333333332|
('schistosoma', 'intercalatum', ':')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('jefes', 'de', 'servicios')|2|2|1618|4|3|0.0012345679012345679|0.3333333333333333|0.25|
('el', 'postparto')|1|1|1619|36|14|0.0006172839506172839|0.02702702702702703|0.06666666666666667|
('de', 'la', 'european')|1|1|1619|8|9|0.0006172839506172839|0.1111111111111111|0.1|
('memoria', 'del', 'profesor')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
(None, None, 'multiplicacion')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('de', 'sildenafilo')|1|1|1619|11|6|0.0006172839506172839|0.08333333333333333|0.14285714285714285|
('reversión', 'de')|1|1|1619|28|12|0.0006172839506172839|0.034482758620689655|0.07692307692307693|
('sociodemográficas', 'de', 'la')|1|1|1619|14|8|0.0006172839506172839|0.06666666666666667|0.1111111111111111|
('junio', 'de', '1999')|2|2|1618|2|3|0.0012345679012345679|0.5|0.25|
('consultas', 'de')|3|3|1617|381|33|0.001851851851851852|0.0078125|0.029411764705882353|
microsatelitales|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('o', 'dos')|1|1|1619|30|16|0.0006172839506172839|0.03225806451612903|0.058823529411764705|
lavado|3|3|1617|284|32|0.001851851851851852|0.010452961672473868|0.030303030303030304|
(';', 'síndrome')|1|1|1619|15|10|0.0006172839506172839|0.0625|0.09090909090909091|
('la', 'evidencia', 'de')|2|2|1618|23|17|0.0012345679012345679|0.08|0.05555555555555555|
