Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
('un', 'programa', 'formativo')|1|1|292|13|10|0.0034129692832764505|0.07142857142857142|0.09090909090909091|
principal|1|1|292|216|35|0.0034129692832764505|0.004608294930875576|0.027777777777777776|
aprendizaje|1|1|292|496|42|0.0034129692832764505|0.002012072434607646|0.023255813953488372|
(None, None, 'reconstrucción')|1|1|292|294|32|0.0034129692832764505|0.003389830508474576|0.030303030303030304|
('comunitaria', '.')|1|1|292|172|26|0.0034129692832764505|0.005780346820809248|0.037037037037037035|
('observaciones', 'clínicas', 'sobre')|1|1|292|17|14|0.0034129692832764505|0.05555555555555555|0.06666666666666667|
perineo|1|1|292|22|11|0.0034129692832764505|0.043478260869565216|0.08333333333333333|
('anal', '.', None)|4|4|289|127|15|0.013651877133105802|0.030534351145038167|0.0625|
('postoperatoria', 'en')|1|1|292|308|31|0.0034129692832764505|0.003236245954692557|0.03125|
('del', 'proceso')|1|1|292|307|39|0.0034129692832764505|0.003246753246753247|0.025|
('la', 'identificación')|1|1|292|351|39|0.0034129692832764505|0.002840909090909091|0.025|
('urgente', 'de', 'la')|1|1|292|22|16|0.0034129692832764505|0.043478260869565216|0.058823529411764705|
('maxilofacial', 'en')|1|1|292|25|15|0.0034129692832764505|0.038461538461538464|0.0625|
('cáncer', 'gástrico', 'en')|1|1|292|312|13|0.0034129692832764505|0.003194888178913738|0.07142857142857142|
(None, 'la', 'formación')|1|1|292|107|30|0.0034129692832764505|0.009259259259259259|0.03225806451612903|
tercio|1|1|292|166|32|0.0034129692832764505|0.005988023952095809|0.030303030303030304|
('diferentes', 'de')|1|1|292|50|21|0.0034129692832764505|0.0196078431372549|0.045454545454545456|
('para', 'la', 'reconstrucción')|1|1|292|36|14|0.0034129692832764505|0.02702702702702703|0.06666666666666667|
riesgo|5|5|288|14453|49|0.017064846416382253|0.0003458292986581823|0.02|
albores|1|1|292|43|21|0.0034129692832764505|0.022727272727272728|0.045454545454545456|
('cirugía', 'proctológica', '.')|1|1|292|6|4|0.0034129692832764505|0.14285714285714285|0.2|
('derivativo', 'en')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
(None, 'la')|22|22|271|21905|51|0.07508532423208192|0.00100332922880467|0.019230769230769232|
('el', 'médico', 'frente')|2|2|291|5|5|0.006825938566552901|0.2857142857142857|0.16666666666666666|
tras|11|11|282|4917|48|0.03754266211604096|0.002232142857142857|0.02040816326530612|
('de', 'incontinencia')|1|1|292|112|15|0.0034129692832764505|0.008849557522123894|0.0625|
('el', 'peso')|1|1|292|205|26|0.0034129692832764505|0.0048543689320388345|0.037037037037037035|
('hemodinámica', 'guiada', 'por')|1|1|292|8|5|0.0034129692832764505|0.1111111111111111|0.16666666666666666|
(None, 'en')|1|1|292|1045|48|0.0034129692832764505|0.0009560229445506692|0.02040816326530612|
('hernia', 'incisional', 'tras')|1|1|292|12|7|0.0034129692832764505|0.07692307692307693|0.125|
('con', 'placas')|1|1|292|32|17|0.0034129692832764505|0.030303030303030304|0.05555555555555555|
('postoperatorios', '.')|1|1|292|29|15|0.0034129692832764505|0.03333333333333333|0.0625|
(None, 'indicacion', 'actual')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('consigue', 'su')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('el', 'hábito', 'defecatorio')|1|1|292|8|7|0.0034129692832764505|0.1111111111111111|0.125|
('la', 'laparotomía')|1|1|292|24|10|0.0034129692832764505|0.04|0.09090909090909091|
('protein', 'in')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('de', 'mujeres', 'jóvenes')|1|1|292|10|8|0.0034129692832764505|0.09090909090909091|0.1111111111111111|
distintas|1|1|292|352|41|0.0034129692832764505|0.0028328611898017|0.023809523809523808|
(None, 'cirujano')|1|1|292|4|4|0.0034129692832764505|0.2|0.2|
(None, 'es')|1|1|292|923|44|0.0034129692832764505|0.0010822510822510823|0.022222222222222223|
('de', 'las', 'lesiones')|1|1|292|834|41|0.0034129692832764505|0.0011976047904191617|0.023809523809523808|
('variabilidad', 'de', 'las')|1|1|292|6|5|0.0034129692832764505|0.14285714285714285|0.16666666666666666|
(None, 'sobre', 'la')|1|1|292|494|43|0.0034129692832764505|0.00202020202020202|0.022727272727272728|
('según', 'la')|1|1|292|395|40|0.0034129692832764505|0.0025252525252525255|0.024390243902439025|
('al', 'estado')|1|1|292|41|14|0.0034129692832764505|0.023809523809523808|0.06666666666666667|
('peritonitis', 'del')|1|1|292|4|4|0.0034129692832764505|0.2|0.2|
('el', 'cáncer', 'rectal')|1|1|292|9|5|0.0034129692832764505|0.1|0.16666666666666666|
('medicamentos', 'en', 'el')|1|1|292|31|14|0.0034129692832764505|0.03125|0.06666666666666667|
de|363|211|82|340322|51|0.7201365187713311|0.0006196168946915571|0.019230769230769232|
('proyecto', 'docente')|1|1|292|9|7|0.0034129692832764505|0.1|0.125|
(',', '1995')|1|1|292|53|21|0.0034129692832764505|0.018518518518518517|0.045454545454545456|
('laparoscópica', 'de', 'colon')|1|1|292|12|7|0.0034129692832764505|0.07692307692307693|0.125|
('anorrectal', 'aguda', 'en')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('de', 'obstetricia', 'y')|1|1|292|56|11|0.0034129692832764505|0.017543859649122806|0.08333333333333333|
('del', 'complejo', 'epitelial')|2|2|291|5|4|0.006825938566552901|0.2857142857142857|0.2|
('hidroelectrolíticos', 'en')|1|1|292|10|10|0.0034129692832764505|0.09090909090909091|0.09090909090909091|
('del', 'haz', 'superficial')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('funciones', 'de')|1|1|292|57|21|0.0034129692832764505|0.017241379310344827|0.045454545454545456|
(None, None, 'pólipos')|1|1|292|202|19|0.0034129692832764505|0.0049261083743842365|0.05|
('viii', '.')|1|1|292|47|25|0.0034129692832764505|0.020833333333333332|0.038461538461538464|
('calidad', 'de', 'vida')|2|2|291|2510|49|0.006825938566552901|0.0007961783439490446|0.02|
('monodosis', 'antibiótica')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('antebraquial', 'radial', 'en')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
central|1|1|292|1630|44|0.0034129692832764505|0.0006131207847946045|0.022222222222222223|
('voltas', 'baró')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('segundo', 'trimestre')|1|1|292|33|13|0.0034129692832764505|0.029411764705882353|0.07142857142857142|
(':', 'impacto', 'de')|1|1|292|100|30|0.0034129692832764505|0.009900990099009901|0.03225806451612903|
(None, None, 'afecciones')|1|1|292|82|28|0.0034129692832764505|0.012048192771084338|0.034482758620689655|
('la', 'especialidad', '.')|1|1|292|33|22|0.0034129692832764505|0.029411764705882353|0.043478260869565216|
('urgencias', 'médico-quirúrgicas')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
('.', 'enfermedades', 'de')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
radiológico|1|1|292|462|38|0.0034129692832764505|0.0021598272138228943|0.02564102564102564|
('de', 'enseñanza', 'para')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('ix', '.')|2|2|291|32|19|0.006825938566552901|0.058823529411764705|0.05|
(':', 'c')|1|1|292|15|9|0.0034129692832764505|0.0625|0.1|
('efecto', 'del')|1|1|292|1017|47|0.0034129692832764505|0.0009823182711198428|0.020833333333333332|
('cirugía', 'infantil')|2|2|291|34|10|0.006825938566552901|0.05555555555555555|0.09090909090909091|
('reconstrucción', 'de', 'tránsito')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('determina', 'la', 'edad')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('nasogástrica', 'y', 'drenajes')|1|1|292|5|4|0.0034129692832764505|0.16666666666666666|0.2|
('cirugía', 'radical', 'del')|1|1|292|37|14|0.0034129692832764505|0.02631578947368421|0.06666666666666667|
('y', 'maligna', 'por')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
(None, None, 'análisis')|8|8|285|8391|51|0.027303754266211604|0.0009524943445648292|0.019230769230769232|
('immunodeficiencia', 'humana')|1|1|292|110|18|0.0034129692832764505|0.009009009009009009|0.05263157894736842|
('en', 'médicos', 'en')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
abierto|1|1|292|399|39|0.0034129692832764505|0.0025|0.025|
(None, 'tomografía', 'computarizada')|1|1|292|40|18|0.0034129692832764505|0.024390243902439025|0.05263157894736842|
('en', 'dos', 'centros')|1|1|292|72|28|0.0034129692832764505|0.0136986301369863|0.034482758620689655|
('linfático', 'centinela')|1|1|292|12|9|0.0034129692832764505|0.07692307692307693|0.1|
('estudio', 'del')|1|1|292|1513|45|0.0034129692832764505|0.0006605019815059445|0.021739130434782608|
('una', 'plataforma', 'educativa')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
diagnostico|1|1|292|708|39|0.0034129692832764505|0.0014104372355430183|0.025|
('en', 'cirugia')|3|3|290|185|30|0.010238907849829351|0.015957446808510637|0.03225806451612903|
('infección', 'de')|3|3|290|438|37|0.010238907849829351|0.006802721088435374|0.02631578947368421|
('procedimientos', 'anestésicos')|2|2|291|18|10|0.006825938566552901|0.1|0.09090909090909091|
('infección', 'quirúrgica', 'en')|1|1|292|16|9|0.0034129692832764505|0.058823529411764705|0.1|
limpieza|1|1|292|76|16|0.0034129692832764505|0.012987012987012988|0.058823529411764705|
('publicados', 'en', 'cirugía')|1|1|292|2|2|0.0034129692832764505|0.3333333333333333|0.3333333333333333|
('necesaria', 'o')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
(None, 'diagnóstico')|1|1|292|4558|49|0.0034129692832764505|0.00021934634788330776|0.02|
('sobre', 'la', 'evaluación')|1|1|292|31|16|0.0034129692832764505|0.03125|0.058823529411764705|
('de', 'formación', 'piramidal')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('horas', 'y', 'menos')|2|2|291|12|6|0.006825938566552901|0.14285714285714285|0.14285714285714285|
('residente', 'en', 'cirugía')|1|1|292|8|4|0.0034129692832764505|0.1111111111111111|0.2|
(None, 'orientación')|1|1|292|86|31|0.0034129692832764505|0.011494252873563218|0.03125|
('qué', 'se', 'investiga')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
abdominosacra|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('cáncer', '.', None)|1|1|292|1356|41|0.0034129692832764505|0.0007369196757553427|0.023809523809523808|
(None, 'erfahrungen')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('histopatológicos', 'definitivos', 'en')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('prótesis', 'en', 'cirugía')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('distinto', 'origen')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('una', 'nueva', 'clasificación')|1|1|292|28|16|0.0034129692832764505|0.034482758620689655|0.058823529411764705|
('especializados', 'en', 'cirugía')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('revisión', 'sistemática', 'de')|1|1|292|236|40|0.0034129692832764505|0.004219409282700422|0.024390243902439025|
('tratamientos', 'puede')|1|1|292|2|2|0.0034129692832764505|0.3333333333333333|0.3333333333333333|
sometidos|4|4|289|1478|45|0.013651877133105802|0.002699055330634278|0.021739130434782608|
izquierdo|1|1|292|588|33|0.0034129692832764505|0.001697792869269949|0.029411764705882353|
('y', 'revisión', 'narrativa')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
farmacocinética|1|1|292|124|28|0.0034129692832764505|0.008|0.034482758620689655|
('electivo', 'de', 'la')|1|1|292|20|7|0.0034129692832764505|0.047619047619047616|0.125|
('sitio', 'quirúrgico', 'en')|2|2|291|40|14|0.006825938566552901|0.047619047619047616|0.06666666666666667|
('necesidad', 'real')|1|1|292|3|3|0.0034129692832764505|0.25|0.25|
('egipto', '.')|1|1|292|10|8|0.0034129692832764505|0.09090909090909091|0.1111111111111111|
('tecnica', 'de', 'implantacion')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
cérvico-uterino|1|1|292|182|20|0.0034129692832764505|0.00546448087431694|0.047619047619047616|
práctica|1|1|292|2981|49|0.0034129692832764505|0.00033534540576794097|0.02|
('años', '.', None)|3|3|290|4101|48|0.010238907849829351|0.0007309941520467836|0.02040816326530612|
('fístula', 'rectouretral', 'tras')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('iv', '.')|1|1|292|416|42|0.0034129692832764505|0.002398081534772182|0.023255813953488372|
('la', 'immunodeficiencia')|1|1|292|105|18|0.0034129692832764505|0.009433962264150943|0.05263157894736842|
('aprovechamiento', 'académico', 'de')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
(None, None, 'correlación')|1|1|292|1642|43|0.0034129692832764505|0.0006086427267194157|0.022727272727272728|
('exposición', 'transesfinteriana', 'posterior')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('la', 'gentamicina', 'en')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
vista|1|1|292|452|45|0.0034129692832764505|0.002207505518763797|0.021739130434782608|
('niños', 'menores', 'de')|1|1|292|368|35|0.0034129692832764505|0.0027100271002710027|0.027777777777777776|
('sin', 'resección', 'del')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('farmacoterapéuticos', 'en')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('mucosa', 'grapada')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('la', 'recurrencia')|1|1|292|108|22|0.0034129692832764505|0.009174311926605505|0.043478260869565216|
secuencial|1|1|292|172|35|0.0034129692832764505|0.005780346820809248|0.027777777777777776|
(';', 'tipificación')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('mexicanas', 'con')|1|1|292|67|18|0.0034129692832764505|0.014705882352941176|0.05263157894736842|
('calidad', 'de', 'la')|1|1|292|500|43|0.0034129692832764505|0.001996007984031936|0.022727272727272728|
('con', 'enfermedad', 'de')|1|1|292|630|42|0.0034129692832764505|0.001584786053882726|0.023255813953488372|
(None, 'costumbre')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('formación', 'de', 'adherencias')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
su|6|6|287|12534|51|0.020477815699658702|0.0004784688995215311|0.019230769230769232|
('educativa', 'en')|1|1|292|67|22|0.0034129692832764505|0.014705882352941176|0.043478260869565216|
('aneurisma', 'cerebral', 'posthemorragia')|1|1|292|8|7|0.0034129692832764505|0.1111111111111111|0.125|
('una', 'unidad', 'de')|5|5|288|1680|45|0.017064846416382253|0.002967359050445104|0.021739130434782608|
('con', 'los')|1|1|292|1008|44|0.0034129692832764505|0.0009910802775024777|0.022222222222222223|
('instituto', 'mexicano', 'del')|1|1|292|296|31|0.0034129692832764505|0.003367003367003367|0.03125|
(',', 'nuevo', 'catedrático')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, 'artroscopía', 'de')|1|1|292|13|8|0.0034129692832764505|0.07142857142857142|0.1111111111111111|
día|1|1|292|429|45|0.0034129692832764505|0.002325581395348837|0.021739130434782608|
biomecánica|1|1|292|44|17|0.0034129692832764505|0.022222222222222223|0.05555555555555555|
('que', 'el')|1|1|292|117|30|0.0034129692832764505|0.00847457627118644|0.03225806451612903|
('obstetricia', 'y')|2|2|291|164|16|0.006825938566552901|0.012048192771084338|0.058823529411764705|
('evaluación', 'de')|2|2|291|5338|50|0.006825938566552901|0.0003745318352059925|0.0196078431372549|
(None, None, 'tumores')|1|1|292|2359|37|0.0034129692832764505|0.000423728813559322|0.02631578947368421|
('la', 'cirugia', 'pediatrica')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('papel', 'del', 'cuestionario')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('situación', 'actual')|2|2|291|656|46|0.006825938566552901|0.00303951367781155|0.02127659574468085|
('de', 'recto', 'en')|1|1|292|29|9|0.0034129692832764505|0.03333333333333333|0.1|
reconstrucción|2|2|291|681|32|0.006825938566552901|0.0029282576866764276|0.030303030303030304|
(':', '¿', 'qué')|1|1|292|186|38|0.0034129692832764505|0.0053475935828877|0.02564102564102564|
('vih', ')')|1|1|292|212|33|0.0034129692832764505|0.004694835680751174|0.029411764705882353|
(None, 'farmacocinética')|1|1|292|73|24|0.0034129692832764505|0.013513513513513514|0.04|
('socio-demográficas', ',')|1|1|292|13|9|0.0034129692832764505|0.07142857142857142|0.1|
('albores', 'del')|1|1|292|29|18|0.0034129692832764505|0.03333333333333333|0.05263157894736842|
('en', 'asa')|1|1|292|20|9|0.0034129692832764505|0.047619047619047616|0.1|
('la', 'fístula')|6|6|287|136|21|0.020477815699658702|0.04225352112676056|0.045454545454545456|
('sedimento', 'urinario')|1|1|292|32|14|0.0034129692832764505|0.030303030303030304|0.06666666666666667|
('(', 'american')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
(None, 'adelantos')|1|1|292|48|23|0.0034129692832764505|0.02040816326530612|0.041666666666666664|
('costes', 'hospitalarios', '.')|1|1|292|15|10|0.0034129692832764505|0.0625|0.09090909090909091|
('y', 'la', 'morbilidad')|1|1|292|16|12|0.0034129692832764505|0.058823529411764705|0.07692307692307693|
('nuestra', 'proctologia', '.')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('y', 'fracaso', 'intestinal')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('un', 'algoritmo', 'para')|1|1|292|26|15|0.0034129692832764505|0.037037037037037035|0.0625|
('clínica', 'de', 'procedimientos')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('específica', 'en')|1|1|292|76|29|0.0034129692832764505|0.012987012987012988|0.03333333333333333|
('obliteración', 'mastoidea')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('estudio', 'computarizado')|1|1|292|11|9|0.0034129692832764505|0.08333333333333333|0.1|
('resultados', ',', 'indicaciones')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('y', 'rectocolitis', '.')|2|2|291|2|2|0.006825938566552901|0.5|0.3333333333333333|
('alta', 'resolución', 'en')|1|1|292|48|19|0.0034129692832764505|0.02040816326530612|0.05|
('de', 'colon', 'en')|1|1|292|81|13|0.0034129692832764505|0.012195121951219513|0.07142857142857142|
('enseñanza', 'de', 'cirugía')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('¿', 'cómo')|1|1|292|231|37|0.0034129692832764505|0.004310344827586207|0.02631578947368421|
('electiva', '.')|3|3|290|149|28|0.010238907849829351|0.019736842105263157|0.034482758620689655|
(None, None, 'utilización')|1|1|292|1055|46|0.0034129692832764505|0.000946969696969697|0.02127659574468085|
palpable|1|1|292|51|11|0.0034129692832764505|0.019230769230769232|0.08333333333333333|
('negativo', '.')|1|1|292|56|23|0.0034129692832764505|0.017543859649122806|0.041666666666666664|
('oral', 'en')|2|2|291|495|40|0.006825938566552901|0.004024144869215292|0.024390243902439025|
('de', 'conduccion')|1|1|292|12|9|0.0034129692832764505|0.07692307692307693|0.1|
('nivel', '.', None)|2|2|291|684|43|0.006825938566552901|0.0029154518950437317|0.022727272727272728|
(',', 'las')|1|1|292|90|32|0.0034129692832764505|0.01098901098901099|0.030303030303030304|
('b', ')', 'tumores')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('del', 'tercio')|1|1|292|91|19|0.0034129692832764505|0.010869565217391304|0.05|
('del', 'estrés', 'laboral')|1|1|292|7|4|0.0034129692832764505|0.125|0.2|
('mexicano', 'del', 'seguro')|1|1|292|293|31|0.0034129692832764505|0.003401360544217687|0.03125|
('primera', 'resección')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('anopexia', 'mucosa', 'grapada')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
(None, None, 'aplicación')|1|1|292|1011|46|0.0034129692832764505|0.0009881422924901185|0.02127659574468085|
(None, None, 'ii')|2|2|291|1577|47|0.006825938566552901|0.001266624445851805|0.020833333333333332|
('rehabilitación', 'multimodal', 'en')|4|4|289|20|9|0.013651877133105802|0.16666666666666666|0.1|
('cirugía', 'en')|1|1|292|363|37|0.0034129692832764505|0.0027472527472527475|0.02631578947368421|
ileocecal|1|1|292|73|15|0.0034129692832764505|0.013513513513513514|0.0625|
('ambulatorio', 'de')|2|2|291|180|31|0.006825938566552901|0.01098901098901099|0.03125|
('manejo', 'médico-quirúrgico')|1|1|292|9|7|0.0034129692832764505|0.1|0.125|
('preparación', 'mecánica', 'en')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('concentración', 'de')|1|1|292|258|41|0.0034129692832764505|0.003861003861003861|0.023809523809523808|
(None, 'profilaxis')|1|1|292|640|41|0.0034129692832764505|0.0015600624024961|0.023809523809523808|
('plazo', 'de')|1|1|292|1012|42|0.0034129692832764505|0.0009871668311944718|0.023255813953488372|
('tiempo', 'de')|1|1|292|537|43|0.0034129692832764505|0.0018587360594795538|0.022727272727272728|
('o', 'nada')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('del', 'residente', 'en')|1|1|292|8|5|0.0034129692832764505|0.1111111111111111|0.16666666666666666|
('pélvica', 'con')|1|1|292|7|7|0.0034129692832764505|0.125|0.125|
('con', 'el', 'tumor')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
(None, None, 'artroscopía')|1|1|292|13|8|0.0034129692832764505|0.07142857142857142|0.1111111111111111|
('lo', 'mejor', 'de')|1|1|292|16|11|0.0034129692832764505|0.058823529411764705|0.08333333333333333|
(None, 'prevalencia')|1|1|292|6882|48|0.0034129692832764505|0.0001452854859799506|0.02040816326530612|
('anomalías', 'congénitas', ',')|1|1|292|8|8|0.0034129692832764505|0.1111111111111111|0.1111111111111111|
('sobre', '30', 'pacientes')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('medicina', 'primaria')|1|1|292|11|7|0.0034129692832764505|0.08333333333333333|0.125|
('la', 'superespecialización', 'en')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('plazo', 'con')|1|1|292|77|26|0.0034129692832764505|0.01282051282051282|0.037037037037037035|
versus|1|1|292|1176|44|0.0034129692832764505|0.0008496176720475786|0.022222222222222223|
está|3|3|290|371|43|0.010238907849829351|0.008021390374331552|0.022727272727272728|
('tensión', '.')|1|1|292|29|14|0.0034129692832764505|0.03333333333333333|0.06666666666666667|
('actuación', '.', None)|1|1|292|54|27|0.0034129692832764505|0.01818181818181818|0.03571428571428571|
('historia', '.')|1|1|292|51|25|0.0034129692832764505|0.019230769230769232|0.038461538461538464|
modificación|1|1|292|406|39|0.0034129692832764505|0.002457002457002457|0.025|
('transanal', 'asistida', 'por')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('los', 'artículos', 'publicados')|1|1|292|18|13|0.0034129692832764505|0.05263157894736842|0.07142857142857142|
médico-quirúrgicas|1|1|292|15|8|0.0034129692832764505|0.0625|0.1111111111111111|
('neoplasias', 'de', 'distinto')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('fluidoterapia', 'guiada', 'por')|1|1|292|4|4|0.0034129692832764505|0.2|0.2|
('durante', 'el', 'pregrado')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('en', 'un', 'hospital')|3|3|290|3747|48|0.010238907849829351|0.0008|0.02040816326530612|
(None, 'resultados', 'del')|3|3|290|995|42|0.010238907849829351|0.003006012024048096|0.023255813953488372|
('hidroelectrolíticas', 'en')|1|1|292|6|6|0.0034129692832764505|0.14285714285714285|0.14285714285714285|
('cirujano', '2.0')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
conduccion|1|1|292|14|10|0.0034129692832764505|0.06666666666666667|0.09090909090909091|
('desordenes', 'hidroelectrolíticos')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('residentes', 'de', 'especialidades')|1|1|292|4|4|0.0034129692832764505|0.2|0.2|
('conexiones', 'condropericóndricas')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('resultados', '.')|1|1|292|855|44|0.0034129692832764505|0.0011682242990654205|0.022222222222222223|
('ótica', '(')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('enfermedades', 'de')|4|4|289|589|39|0.013651877133105802|0.006745362563237774|0.025|
(None, 'prescripción', 'electrónica')|1|1|292|4|4|0.0034129692832764505|0.2|0.2|
('se', 'asocian')|1|1|292|50|21|0.0034129692832764505|0.0196078431372549|0.045454545454545456|
('intestino', 'delgado')|1|1|292|430|28|0.0034129692832764505|0.002320185614849188|0.034482758620689655|
controlado|3|3|290|436|42|0.010238907849829351|0.00683371298405467|0.023255813953488372|
(':', 'experiencia', 'de')|1|1|292|491|42|0.0034129692832764505|0.0020325203252032522|0.023255813953488372|
('aprendidas', 'de')|1|1|292|9|9|0.0034129692832764505|0.1|0.1|
('anal', '.')|4|4|289|127|15|0.013651877133105802|0.030534351145038167|0.0625|
('rectitis', 'y')|2|2|291|2|2|0.006825938566552901|0.5|0.3333333333333333|
('quirúrgico', 'del', 'cáncer')|2|2|291|216|17|0.006825938566552901|0.009174311926605505|0.05555555555555555|
('oídos', ')', '.')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
profesional|2|2|291|658|42|0.006825938566552901|0.0030303030303030303|0.023255813953488372|
('flujo', 'con')|1|1|292|7|7|0.0034129692832764505|0.125|0.125|
('en', 'neoplasias')|1|1|292|67|18|0.0034129692832764505|0.014705882352941176|0.05263157894736842|
('del', 'dolor', 'anal')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('crohn', 'del', 'área')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
(None, 'análisis', 'de')|4|4|289|5067|48|0.013651877133105802|0.0007887990534411359|0.02040816326530612|
('un', 'instituto', 'oncológico')|1|1|292|7|7|0.0034129692832764505|0.125|0.125|
('c', ')', 'tumores')|2|2|291|5|4|0.006825938566552901|0.2857142857142857|0.2|
('el', 'tratamiento', 'del')|2|2|291|2184|46|0.006825938566552901|0.0009149130832570906|0.02127659574468085|
('leakage', 'in')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('ileocecal', ':', 'impacto')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
proctologia|10|10|283|14|9|0.034129692832764506|0.4166666666666667|0.1|
(None, None, 'abordaje')|3|3|290|558|42|0.010238907849829351|0.0053475935828877|0.023255813953488372|
('colon', 'izquierdo', '.')|1|1|292|32|8|0.0034129692832764505|0.030303030303030304|0.1111111111111111|
('de', 'urgencia', '.')|3|3|290|166|33|0.010238907849829351|0.01775147928994083|0.029411764705882353|
(None, None, 'encuesta')|1|1|292|973|45|0.0034129692832764505|0.001026694045174538|0.021739130434782608|
(None, '¿')|5|5|288|3321|49|0.017064846416382253|0.001503307276007216|0.02|
('en', 'el', 'segundo')|1|1|292|25|16|0.0034129692832764505|0.038461538461538464|0.058823529411764705|
('de', '3', 'horas')|4|2|291|10|6|0.006825938566552901|0.16666666666666666|0.14285714285714285|
tres|1|1|292|2181|48|0.0034129692832764505|0.00045829514207149406|0.02040816326530612|
('de', 'la', 'incontinencia')|3|3|290|589|23|0.010238907849829351|0.005067567567567568|0.041666666666666664|
(None, None, 'doble')|1|1|292|66|24|0.0034129692832764505|0.014925373134328358|0.04|
